Word,ReadingKana,Occurences,ReadingFrequency,PitchPositions,Status,SupportStrength,MatchCount,MatchExamples,Definitions,ExampleSentence,JmDictWordId
受ける,うける,21,313,2,supported_exact,1,1,pokemon-scarlet-violet:term:受ける(うける) via entry/front exact,"to receive,to get,to catch (e.g. a ball),to be struck by (wind, waves, sunlight, etc.),to sustain (damage),to incur (a loss),to suffer (an injury),to feel (influence),to undergo (e.g. surgery),to take (a test),to accept (a challenge),to be given (e.g. life, talent),to find funny,to find humorous,to be amused (by),to follow,to succeed,to be descended from,to face (south, etc.),to be modified by,to obtain (a pawned item, etc.) by paying a fee,to be well-received,to become popular,to go down well",『ぼくに勝てるやつがいたらいつでも挑戦**受けて**たつぜ！』,1329590
続ける,つづける,21,262,0,supported_exact,1,1,pokemon-scarlet-violet:term:続ける(つづける) via entry/front exact,"to continue,to keep up,to keep on,to continue ...,to keep on ...",マジボス殿がご帰還されるまで我らはアジトを守り**続ける**他なし！,1405800
挑戦者,ちょうせんしゃ,21,18940,3,supported_exact,1,1,pokemon-scarlet-violet:term:挑戦者(ちょうせんしゃ) via entry/front exact,challenger,そこまでバッジ集められるの**挑戦者**の１割もいないんだよ！,1428250
灯台,とうだい,21,26591,0,supported_exact,1,1,pokemon-scarlet-violet:term:灯台(とうだい) via entry/front exact,"lighthouse,old-fashioned interior light fixture comprising a wooden pole with an oil-filled dish and a wick atop it",オイしっかりしてくれよ**灯台**研究所で言われただろ？,1448730
普通,ふつう,21,390,0,supported_exact,1,1,pokemon-scarlet-violet:term:普通(ふつう) via entry/front exact,"normal,ordinary,regular,usual,common,average,normally,ordinarily,usually,generally,commonly,local train,train that stops at every station",**普通**入れないもんねーあれ…。？,1497190
確認,かくにん,20,535,0,supported_exact,1,2,duel-masters-dm25:term:確認(かくにん) via entry/front exact | pokemon-scarlet-violet:term:確認(かくにん) via entry/front exact,"confirmation,verification,validation,review,check,affirmation,identification",ご**確認**お願いしますオマエとは対等でいたいから欲張りにいくぜ！,1205900
確率,かくりつ,20,3756,0,supported_exact,1,1,pokemon-scarlet-violet:term:確率(かくりつ) via entry/front exact,"probability,likelihood,chances",・９個・１０個・１１個４通常ポケモンの技が急所に当たる**確率**は？,1205950
記録,きろく,20,1836,0,supported_exact,1,1,pokemon-scarlet-violet:term:記録(きろく) via entry/front exact,"record,document,minutes,log,recording,putting on record,keeping a record (of),writing down,record (e.g. in sports),setting (a record),recording (a record high, etc.)",ありませんでしょうね**記録**は当時の教頭が消してしまいましたので…。,1223440
商品,しょうひん,20,3166,1,supported_exact,1,1,pokemon-scarlet-violet:term:商品(しょうひん) via entry/front exact,"commodity,article of commerce,goods,stock,merchandise",お金が足りないわね**商品**はあげられないわ参加してくれてありがとあららごめんなさいうちの店あなたにははやいかも？,1347310
世界,せかい,20,272,"1,2",supported_exact,1,1,pokemon-scarlet-violet:term:世界(せかい) via entry/front exact,"the world,society,the universe,sphere,circle,world,world-renowned,world-famous,realm governed by one Buddha,space",パルデアスポーツスノーボード**世界**ランク２位の実力派！,1373860
生徒会長,せいとかいちょう,20,13185,,supported_exact,1,1,pokemon-scarlet-violet:term:生徒会長(せいとかいちょう) via entry/front exact,"head of the student council,president of the student council",ネモさんは**生徒会長**でチャンピオンで成績優秀！,2692030
売る,うる,20,802,0,supported_exact,1,1,pokemon-scarlet-violet:term:売る(うる) via entry/front exact,"to sell,to betray,to sell out (one's friend, country, etc.),to make (oneself) known,to establish (a reputation) for oneself,to pick (a fight, quarrel, etc.),to provoke,to force on someone",スター団にケンカ**売って**指名手配中なヤツだったり？,1473950
野生,やせい,20,9390,"0,1",supported_exact,1,1,pokemon-scarlet-violet:term:野生(やせい) via entry/front exact,"wild,growing wild,living in the wild,I,me",**野生**のポケモンからにげるのうまいの！,1537470
行動,こうどう,19,830,0,supported_exact,1,1,pokemon-scarlet-violet:term:行動(こうどう) via entry/front exact,"action,conduct,behaviour,behavior,mobilization,mobilisation",生徒たちがいだいている問題や**行動**理由そして大事な絆…。,1282100
実力,じつりょく,19,2361,0,supported_exact,1,1,pokemon-scarlet-violet:term:実力(じつりょく) via entry/front exact,"(real) ability,true strength,merit,efficiency,competency,arms,force",パルデアスポーツスノーボード世界ランク２位の**実力**派！,1321530
受けとる,うけとる,19,17098,"0,3",supported_exact,1,1,pokemon-scarlet-violet:term:受けとる(うけとる) via entry/front exact,"to receive,to get,to accept,to take (someone's words or behaviour),to interpret,to understand",ちょっと強いの出しすぎちゃったいやー実りあったいい勝負だったね勝負のお礼にこれ**受けとって**！,1329650
入学,にゅうがく,19,4276,0,supported_exact,1,1,pokemon-scarlet-violet:term:入学(にゅうがく) via entry/front exact,"admission (to a school or university),entrance,enrolment,enrollment,matriculation",がオレンジアカデミーに**入学して**何日かが経ち…。,1465850
忘れる,わすれる,19,196,0,supported_exact,1,1,pokemon-scarlet-violet:term:忘れる(わすれる) via entry/front exact,"to forget,to leave carelessly,to be forgetful of,to forget about,to forget (an article)",……でも**忘れないで**！,1519210
有名,ゆうめい,19,1212,0,supported_exact,1,1,pokemon-scarlet-violet:term:有名(ゆうめい) via entry/front exact,"famous,well-known",普通に**有名**あと個人的に調べたしいいとこのお嬢さまだったのか…。？,1541620
向かう,むかう,18,405,0,supported_exact,1,1,pokemon-scarlet-violet:term:向かう(むかう) via entry/front exact,"to face,to go towards,to head towards",勝利に**向かって**跳びつくわー！,1604800
参加,さんか,18,1144,0,supported_exact,1,1,pokemon-scarlet-violet:term:参加(さんか) via entry/front exact,"participation,joining,entry",観光客でも気軽に**参加できる**ので時期があえば挑戦してみてほしい。,1302090
四天王,してんのう,18,26685,4,supported_exact,1,1,pokemon-scarlet-violet:term:四天王(してんのう) via entry/front exact,"the Four Heavenly Kings (Dhrtarastra, Virudhaka, Virupaksa, and Vaisravana),the big four (i.e. four leaders in a given field)",……ハッサクさんの説教長いんですよね**四天王**ハッサクに挑みますか？,1766970
心配,しんぱい,18,206,0,supported_exact,1,1,pokemon-scarlet-violet:term:心配(しんぱい) via entry/front exact,"worry,concern,anxiety,uneasiness,fear,care,help,aid,assistance",……なんかビビってボールに戻ったえー**心配**だねもしかしてあの子いないと上に戻れん？,1360930
正体,しょうたい,18,1555,1,supported_exact,1,1,pokemon-scarlet-violet:term:正体(しょうたい) via entry/front exact,"true character,true form,true colors,identity,truth (of a mystery, phenomenon, etc.),origin,consciousness,one's senses",**正体**に関しては多くの説があるが超古代文明の産物という説が有力。,1377530
大好き,だいすき,18,662,1,supported_exact,1,1,pokemon-scarlet-violet:term:大好き(だいすき) via entry/front exact,"liking very much,loving (something or someone),adoring,being very fond of",人間もポケモンもサンドウィッチは**大好きさ**！,1413660
調査,ちょうさ,18,2040,1,supported_exact,1,1,pokemon-scarlet-violet:term:調査(ちょうさ) via entry/front exact,"investigation,examination,inquiry,enquiry,survey",**調査**でも観測でもやってることは変わらんのだがな！,1429120
道,みち,18,472,1,supported_exact,1,1,pokemon-scarlet-violet:term:道(みち) via entry/front exact,"road,path,street,lane,passage,route,way,distance,journey,road (e.g. to victory),course,way (of living, proper conduct, etc.),moral principles,teachings (esp. Confucian or Buddhist),dogma,field (e.g. of medicine),subject,speciality,means,way,method",『芸術のより**道**』という雑誌がある読んでみようか？,1454080
お願いします,おねがいします,17,421,,supported_exact,1,1,pokemon-scarlet-violet:term:お願いします(おねがいします) via entry/front exact,please,ご確認**お願いします**オマエとは対等でいたいから欲張りにいくぜ！,1001720
苦手,にがて,17,1040,"0,3",supported_exact,1,1,pokemon-scarlet-violet:term:苦手(にがて) via entry/front exact,"poor (at),weak (in),not very good (at),not one's cup of tea,not one's favorite",でも**苦手な**ものをぶつけられると先生はちょっとつらいかも？,1244470
自身,じしん,17,934,1,supported_exact,1,1,duel-masters-dm25:term:自身(じしん) via entry/front exact,"(one's) self,oneself,yourself,himself,herself",逆に相手の技は**自身**の防御と特防が高ければ受けるダメージを少なくできるぞ！,1318000
手持ち,てもち,17,8376,"3,0",supported_exact,1,1,pokemon-scarlet-violet:term:手持ち(てもち) via entry/front exact,"in hand,on hand,on one,in stock,in store,handheld",今のわたしの**手持ち**ジムリーダー用に調整してるんだよね！,1327730
制服,せいふく,17,2291,0,supported_exact,1,1,pokemon-scarlet-violet:term:制服(せいふく) via entry/front exact,uniform,アカデミーの校則服装：基本は学校支給の**制服**を着用ください。,1374940
素敵,すてき,17,2226,0,supported_exact,1,1,pokemon-scarlet-violet:term:素敵(すてき) via entry/front exact,"lovely,wonderful,charming,enchanting,nice,great,splendid,marvellous (marvelous),fantastic,superb",なんと**素敵な**心がけですねぜひさんと同じスタートラインから始めてみてくださいやった！,1397350
置く,おく,17,318,0,supported_exact,1,1,duel-masters-dm25:term:置く(おく) via entry/front exact,"to put,to place,to leave (behind),to establish (an organization, a facility, a position, etc.),to set up,to appoint (someone to a certain position),to hire,to employ,to place (one's trust, one's faith, etc.),to bear (in mind, etc.),to put down a tool (e.g. a pen) hence stopping what one is doing with that tool,to take in (boarders, etc.),to provide lodging in one's house,to separate spatially or temporally,to do something in advance,to leave something in a certain state,to keep something in a certain state",棚には期限の切れた調味料が**置かれている**コンロには最近使われた跡がある！,1421850
答え,こたえ,17,1002,"2,3",supported_exact,1,1,pokemon-scarlet-violet:term:答え(こたえ) via entry/front exact,"answer,reply,response,answer,solution,result",興味深い**答え**だが本当にあったらオーパーツものだ正解は財宝だよそう！,1449530
課外授業,かがいじゅぎょう,16,41846,4,supported_exact,1,1,pokemon-scarlet-violet:term:課外授業(かがいじゅぎょう) via entry/front exact,extracurricular lesson,……クラベル先生が言ってた**課外授業**自分だけの宝探し覚えてる？,1931330
危険,きけん,16,759,0,supported_exact,1,1,pokemon-scarlet-violet:term:危険(きけん) via entry/front exact,"danger,peril,hazard,risk",ただしパルデアの大穴は**危険**ですので立入禁止です。,1218560
最初,さいしょ,16,301,0,supported_exact,1,1,duel-masters-dm25:term:最初(さいしょ) via entry/front exact,"beginning,outset,first,onset",はわたしが**最初**に目をつけたんですからトップでも横取りダメです！,1293990
残る,のこる,16,354,2,supported_exact,1,1,duel-masters-dm25:term:残る(のこる) via entry/front exact,"to remain,to be left",太古の文献にテツノツツミらしき機械を設計し使役していたという記録が**残っている**のだ。,1304510
写真,しゃしん,16,775,0,supported_exact,1,1,pokemon-scarlet-violet:term:写真(しゃしん) via entry/front exact,"photograph,photo,picture,photography,moving picture,movie",大切な友達とみんなで撮った思い出の**写真**だ！,1321900
先,さき,16,387,2,supported_exact,1,1,pokemon-scarlet-violet:term:先(さき) via entry/front exact,"point,tip,end,nozzle,head (of a line),front,first,before,ahead (of),(the way) ahead,beyond,future,previous,prior,former,recent,last,destination,address,place where you do something,rest (e.g. of a story),continuation,remaining part,the other party",勝負に勝たなければ**先**へは進めない！,1387210
特別,とくべつ,16,675,0,supported_exact,1,1,pokemon-scarlet-violet:term:特別(とくべつ) via entry/front exact,"special,particular,extraordinary,exceptional,especial",あ宝探しっていうのはもうすぐ始まる**特別な**課外授業！,1455280
宝物,たからもの,16,4566,"0,4,5",supported_exact,1,1,pokemon-scarlet-violet:term:宝物(たからもの) via entry/front exact,"treasure,treasured item,prized possession",貴方たちポケモントレーナーはこのパルデア地方の**宝物**…。,1584080
意味,いみ,15,280,1,supported_exact,1,1,pokemon-scarlet-violet:term:意味(いみ) via entry/front exact,"meaning,significance,sense",１次の言葉はすべて同じ**意味**ですどういう意味でしょうか？,1156800
海,うみ,15,793,1,supported_exact,1,1,pokemon-scarlet-violet:term:海(うみ) via entry/front exact,"sea,ocean,waters",**海**のヒーローイルカマンのポスターがかざられている！,1201190
開く,ひらく,15,412,0,supported_exact,1,2,duel-masters-dm25:term:開く(ひらく) via entry/front exact | pokemon-scarlet-violet:term:開く(ひらく) via entry/front exact,"to open,to undo,to unseal,to unpack,to bloom,to unfold,to spread out,to open (for business, e.g. in the morning),to be wide (gap, etc.),to widen,to hold (meeting, party, etc.),to give,to open,to found (nation, dynasty, sect, etc.),to open (a new business),to set up,to establish,to start,to open (ports, borders, etc.),to open (an account),to open up (new land, path, etc.),to clear,to develop,to open (a file, etc.),to extract (root),to reduce (equation),to cut open (fish),to change (kanji into hiragana),to flare (e.g. skirt),to slacken (into a poor posture),to extend",パルデアの祭オリーブの名産地として名高いパルデア地方セルクルタウンでは奇祭オリーブ収穫祭が**開かれている**。,1202440
気をつける,きをつける,15,913,,supported_exact,1,1,pokemon-scarlet-violet:term:気をつける(きをつける) via entry/front exact,"to be careful,to pay attention,to take care",ではさんに問おうさらなる食事パワーを得るためにはきみは何に**気をつける**のだ？,1591990
結果,けっか,15,638,"0,1",supported_exact,1,1,pokemon-scarlet-violet:term:結果(けっか) via entry/front exact,"result,consequence,outcome,effect,as a result of ...,as a consequence of ...,after ...,following ...,bearing fruit,fruiting",その姿はほかの地方でボーマンダに発生するとある現象の**結果**に酷似しているが関連性は不明。,1254690
古い,ふるい,15,1129,2,supported_exact,1,1,pokemon-scarlet-violet:term:古い(ふるい) via entry/front exact,"old,aged,ancient,antiquated,antique,timeworn,long,since long ago,time-honored,of the distant past,long-ago,stale,threadbare,hackneyed,corny,old-fashioned,outmoded,out-of-date",それらはこれまで発見された歴史的な遺物で一番**古く**！,1265070
成長,せいちょう,15,1302,0,supported_exact,1,1,pokemon-scarlet-violet:term:成長(せいちょう) via entry/front exact,"growth,development,growing up,becoming an adult,growth (of a company, the economy, etc.)",宝探しを通して大きく**成長されました**ねすみません…。,1375790
体力,たいりょく,15,2061,1,supported_exact,1,1,pokemon-scarlet-violet:term:体力(たいりょく) via entry/front exact,"physical strength,power,stamina,endurance,vigor,resistance to disease,strength (of a business, economy, etc.)",あとはおまかせバトルで負けるとわずかな**体力**で戻ってくるから手ばやく回復してあげるように！,1409760
大切,たいせつ,15,613,0,supported_exact,1,1,pokemon-scarlet-violet:term:大切(たいせつ) via entry/front exact,"important,significant,serious,crucial,precious,valuable,dear,cherished,beloved,careful",**大切な**友達とみんなで撮った思い出の写真だ！,1414340
目,め,15,174,1,supported_exact,1,1,duel-masters-dm25:grammar:～目(め) via entry/front exact,"eye,eyeball,eyesight,sight,vision,look,stare,gaze,glance,notice,attention,observation,eyes (of the world, public, etc.),an experience,viewpoint,discrimination,discernment,judgement,eye (e.g. for quality),(an) appearance,chance (of success),possibility (of a good result),spacing (between crossed strands of a net, mesh, etc.),opening,stitch,texture,weave,grain (of wood, paper),eye (of a storm, needle, etc.),intersection (on a go board),square (on a chessboard),dot (on a dice),pip,rolled number,graduation,division (of a scale),tooth (of a saw, comb, etc.),ordinal number suffix,somewhat,-ish,point (e.g. of change),eye (empty space inside a group of stones)",トップの**目**もかがやかせちゃう！,1604890
目標,もくひょう,15,1882,0,supported_exact,1,1,pokemon-scarlet-violet:term:目標(もくひょう) via entry/front exact,"goal,target,aim,objective,mark,sign,landmark",あの人はトップって呼ばれてる強くてすごくてかっこよくてわたしの**目標**でいや！,1535650
連絡,れんらく,15,501,0,supported_exact,1,1,pokemon-scarlet-violet:term:連絡(れんらく) via entry/front exact,"contacting,(making) contact,getting in touch,communication,correspondence,call,message,connection (with a train, bus, etc.),joining (a railway line, etc.),meeting,connection (between matters, incidents, etc.),relation,link",下に着いたら**連絡する**無事を祈っているよ……強引なヤツエリアゼロのポケモン楽しみ！,1559900
施設,しせつ,14,2695,"1,2",supported_exact,1,1,pokemon-scarlet-violet:term:施設(しせつ) via entry/front exact,"facility,facilities,institution,establishment,home (for the elderly, orphans, etc.)",ここの受付で登録すればいろんな授業を受けられるし校内のいろんな**施設**につながってる！,1310410
助ける,たすける,14,288,3,supported_exact,1,1,pokemon-scarlet-violet:term:助ける(たすける) via entry/front exact,"to save,to rescue,to spare,to help,to assist,to support (financially),to contribute (to),to provide aid,to facilitate,to stimulate,to promote,to contribute to",,1344410
超,ちょう,14,1139,1,supported_exact,1,1,duel-masters-dm25:term:超(ちょう) via entry/front exact,"super-,ultra-,hyper-,extreme,extremely,really,totally,absolutely,of course,definitely,absolutely,for sure,totally,over,more than,exceeding",正体に関しては多くの説があるが**超**古代文明の産物という説が有力。,1429340
得意,とくい,14,1293,"2,0",supported_exact,1,1,pokemon-scarlet-violet:term:得意(とくい) via entry/front exact,"satisfaction,pride,triumph,elation,one's strong point,one's forte,one's specialty,regular customer,regular client,patron",勉強サボらないようにポケモンに見はってもらってるよ**得意な**科目を教えあってテスト勉強中！,1454510
認める,みとめる,14,586,4,supported_exact,1,1,pokemon-scarlet-violet:term:認める(みとめる) via entry/front exact,"to recognize,to recognise,to observe,to notice,to deem,to judge,to assess,to approve,to deem acceptable,to allow,to admit,to accept,to confess (to a charge),to watch steadily,to observe carefully,to renown,to give renown to,to appreciate,to acknowledge",トップも**認めてる**くらいポケモン強いんやでーあーらあらあら…。！,1467530
能力,のうりょく,14,1433,1,supported_exact,1,2,duel-masters-dm25:term:能力(のうりょく) via entry/front exact | pokemon-scarlet-violet:term:能力(のうりょく) via entry/front exact,"ability,faculty",姿かたちが変わり**能力**が大きく上がりまあすそれがポケモンの進化です！,1470370
奥,おく,13,784,1,supported_exact,1,1,pokemon-scarlet-violet:term:奥(おく) via entry/front exact,"inner part,interior,back (of a drawer, one's throat, etc.),depths (e.g. of a forest),recesses (e.g. of a cave),heart,end (of a road, garden, etc.),living quarters (at the back of a house),inner room,recesses (of one's mind),bottom (of one's heart),behind (someone's words),mysteries (of an art)",**奥**まで行きゃあ全部わかるさ行くぞみんな何これー！,1179320
関係,かんけい,13,391,0,supported_exact,1,1,pokemon-scarlet-violet:term:関係(かんけい) via entry/front exact,"relation,relationship,connection,participation,involvement,concern,influence,effect,sexual relations,sexual relationship,related to,connected to",ボタンってとどういう**関係**なのー？,1215810
自由,じゆう,13,789,2,supported_exact,1,1,pokemon-scarlet-violet:term:自由(じゆう) via entry/front exact,"freedom,liberty",学校の外で冒険しながら**自由**に学べて楽しいんだよ！,1318720
捕獲,ほかく,13,8457,0,supported_exact,1,1,pokemon-scarlet-violet:term:捕獲(ほかく) via entry/front exact,"capture,seizure",**捕獲**は失敗することもあるからもうちょっと持ってたほうがいいかも！,1514160
安心,あんしん,12,452,0,supported_exact,1,1,pokemon-scarlet-violet:term:安心(あんしん) via entry/front exact,"peace of mind,relief,(sense of) security,safety,assurance,confidence",歯が弱くても**安心**じゃむちゃありーあら？！,1153890
引き続き,ひきつづき,12,4004,0,supported_exact,1,1,pokemon-scarlet-violet:term:引き続き(ひきつづき) via entry/front exact,"continuously,continually,without a break,next,then,after that",前回に**引き続き**トゥデイもリスニング形式でレッスンいきますよ！,1601690
応援,おうえん,12,1145,0,supported_exact,1,1,pokemon-scarlet-violet:term:応援(おうえん) via entry/front exact,"aid,assistance,help,support,reinforcement,cheering,rooting (for),support",ボクへの**応援してしてー**！,1179840
階段,かいだん,12,2053,0,supported_exact,1,1,pokemon-scarlet-violet:term:階段(かいだん) via entry/front exact,"stairs,stairway,staircase",ケツに火がついちまったさすがにやるじゃねえかアカデミー名物地獄の**階段**！,1203090
教室,きょうしつ,12,1962,0,supported_exact,1,1,pokemon-scarlet-violet:term:教室(きょうしつ) via entry/front exact,"classroom,lecture room,department (in a university),class,lessons,course,school (for a particular discipline),teaching establishment",自分の部屋より**教室**で勉強するほうがはかどるね夜だとゴーストタイプのポケモン多くない？,1237150
近づく,ちかづく,12,686,3,supported_exact,1,1,pokemon-scarlet-violet:term:近づく(ちかづく) via entry/front exact,"to approach,to draw near,to get close,to get acquainted with,to get closer to,to get to know",声をかける**近づいてみる**あれ？,1242170
研究所,けんきゅうじょ,12,8714,"0,5",supported_exact,1,1,pokemon-scarlet-violet:term:研究所(けんきゅうじょ) via entry/front exact,"research institute,(research) laboratory",今では**研究所**が建っておりロマンもへったくれもないがね…。,1578330
向こう,むこう,12,540,"2,0",supported_exact,1,1,pokemon-scarlet-violet:term:向こう(むこう) via entry/front exact,"opposite side,other side,over there,ahead,beyond,(in the) distance,far away,far off,destination,there (somewhere distant, esp. abroad),the other party,the other side,from now,next (e.g. two weeks),coming ...,from ... onwards",なみのりができれば安全だなマリナードタウンは砂漠の**向こう**！,1277140
校長室,こうちょうしつ,12,33287,,supported_exact,1,1,pokemon-scarlet-violet:term:校長室(こうちょうしつ) via entry/front exact,principal's office,入学早々**校長室**に呼びだしなんて悪いことでもしたの！？,1935110
先輩,せんぱい,12,768,0,supported_exact,1,1,pokemon-scarlet-violet:term:先輩(せんぱい) via entry/front exact,"senior (at school, work, etc.),superior,elder,older person,predecessor",フカフカフカマル**先輩**ですフカマル先輩テラスタルをお願いしますよ！,1388410
増える,ふえる,12,772,2,supported_exact,1,1,pokemon-scarlet-violet:term:増える(ふえる) via entry/front exact,"to increase,to multiply",まずスター大作戦のことあとは団の掟だね最近仲間**増えてる**じゃん？,1602440
探索,たんさく,12,6432,0,supported_exact,1,1,pokemon-scarlet-violet:term:探索(たんさく) via entry/front exact,"search,lookup,hunt,(item of) research,exploration,investigation",**探索した**場所がメモしてある明るい色のベッドだ！,1418340
鍛える,きたえる,12,2824,3,supported_exact,1,1,pokemon-scarlet-violet:term:鍛える(きたえる) via entry/front exact,"to forge,to temper,to drill,to train,to discipline",**鍛えた**アゴで噛みまくり！,1419120
通信,つうしん,12,5165,0,supported_exact,1,1,pokemon-scarlet-violet:term:通信(つうしん) via entry/front exact,"correspondence,communication,transmission,news,signal,telecommunications",**通信**交換でもらったらすごいことになった！,1433330
秘密,ひみつ,12,944,0,supported_exact,1,1,pokemon-scarlet-violet:term:秘密(ひみつ) via entry/front exact,"secret,secrecy,confidentiality,privacy,mystery,secret (e.g. to success),esoteric teachings",ジムテスト中なら**秘密**のメニューも注文できるよー！,1484150
壁,かべ,12,1072,0,supported_exact,1,1,pokemon-scarlet-violet:term:壁(かべ) via entry/front exact,"wall,partition,barrier,obstacle,hindrance,difficulty,Chinese ""Wall"" constellation (one of the 28 mansions),wall (of stones)",そっからだったら岩壁のヌシがいるっていう岩場が近いぜソイツは岩みてえに**壁**に張りついて獲物を狙ってんだと！,1509290
報酬,ほうしゅう,12,4346,0,supported_exact,1,2,duel-masters-dm25:term:報酬(ほうしゅう) via entry/front exact | pokemon-scarlet-violet:term:報酬(ほうしゅう) via entry/front exact,"remuneration,recompense,reward,toll",……すまない少し考えごとをしていた約束の**報酬**だのスマホにＬＰをチャージしておこうは５０００ＬＰ手に入れた！,1515700
一緒,いっしょ,11,508,0,supported_exact,1,1,pokemon-scarlet-violet:term:一緒(いっしょ) via entry/front exact,"(doing) together,one lump,one mixture,the same category,the same,identical,(at) the same time",コオリッポと**一緒**だと室内でもヒンヤリじゃ大丈夫？,1163400
可能,かのう,11,1588,0,supported_exact,1,2,duel-masters-dm25:grammar:～可能(かのう) via entry/front exact | pokemon-scarlet-violet:term:可能(かのう) via entry/front exact,"possible,potential,practicable,feasible",ああ**可能**だただし人間ほどの質量だと帰ってこれないがねいや怖いし母ちゃ…。,1191060
崖,がけ,11,6820,0,supported_exact,1,1,pokemon-scarlet-violet:term:崖(がけ) via entry/front exact,"cliff,precipice,precipice,brink of a dangerous situation",カラフは**崖**にあわせてできた町！,1204380
期待,きたい,11,718,0,supported_exact,1,1,pokemon-scarlet-violet:term:期待(きたい) via entry/front exact,"expectation,anticipation,hope,promising,rising,up-and-coming",ショージキ予想外だよもっとゴツいの**期待した**のにま！,1220570
近く,ちかく,11,450,"2,1",supported_exact,1,1,pokemon-scarlet-violet:term:近く(ちかく) via entry/front exact,"near,neighbourhood,neighborhood,vicinity,nearly (e.g. ""it took nearly one year""),close to,shortly,soon",**近く**に来てくれたらポケモンの技で引っぱりあげるから！,1242160
見た目,みため,11,1726,1,supported_exact,1,1,pokemon-scarlet-violet:term:見た目(みため) via entry/front exact,"appearance,look",茶色でゴツゴツした**見た目**でまるでいわのようなお菓子です。,1611750
光,ひかり,11,860,3,supported_exact,1,1,duel-masters-dm25:term:光(ひかり) via entry/front exact,"light,illumination,ray,beam,gleam,glow,happiness,hope,influence,power,vision,eyesight,optical fiber,optical fibre",タイトル『切り貼りの**光**』……いろんな色紙が貼りつけてある！,1272780
校長先生,こうちょうせんせい,11,17190,7,supported_exact,1,1,pokemon-scarlet-violet:term:校長先生(こうちょうせんせい) via entry/front exact,"school principal,school headmaster,school headmistress",ママ**校長先生**とお話があるから自分の部屋に戻って学校の準備してらっしゃい！,2106280
自然,しぜん,11,1109,0,supported_exact,1,1,pokemon-scarlet-violet:term:自然(しぜん) via entry/front exact,"nature,natural,spontaneous,automatic,naturally,spontaneously,automatically",この**自然**の中いろんな場所でたくさんのポケモンが暮らしててとの出会いを待ってるよ！,1318090
失礼,しつれい,11,542,2,supported_exact,1,1,pokemon-scarlet-violet:term:失礼(しつれい) via entry/front exact,"discourtesy,impoliteness,excuse me,goodbye,to leave,to be rude",大変**失礼**いたしましたこのおかたはどちらさまなのでしょう？,1320230
終了,しゅうりょう,11,1656,0,supported_exact,1,1,pokemon-scarlet-violet:term:終了(しゅうりょう) via entry/front exact,"end,close,conclusion,termination",これにて第一回学校最強大会は**終了**です！,1333040
色違い,いろちがい,11,25461,3,supported_exact,1,1,pokemon-scarlet-violet:term:色違い(いろちがい) via entry/front exact,"variation in color (colour),having a different color",でも落っこちないようにねこの店で学校指定のバッグの**色違い**を買えるんだどの色にしようかなー？,1818150
注意,ちゅうい,11,1425,1,supported_exact,1,1,pokemon-scarlet-violet:term:注意(ちゅうい) via entry/front exact,"attention,notice,heed,care,caution,precaution,looking out (for),watching out (for),advice,warning,caution,reminder,admonishment,reprimand,telling-off",**注意**は聞いてくれたでしょうか？,1426530
注文,ちゅうもん,11,2364,0,supported_exact,1,1,pokemon-scarlet-violet:term:注文(ちゅうもん) via entry/front exact,"order (for an item),request,demand,condition",宝食堂で**注文**間違いすぎてお腹パンパン…。,1426650
北,きた,11,3486,"0,2",supported_exact,1,1,pokemon-scarlet-violet:term:北(きた) via entry/front exact,"north,the North,northern territories,North Korea,north wind",マップアプリで緑色の方角が**北**よ迷うようなら地図を固定してみたら？,1520670
約束,やくそく,11,407,0,supported_exact,1,1,pokemon-scarlet-violet:term:約束(やくそく) via entry/front exact,"promise,agreement,arrangement,one's word,contract,pact,appointment,engagement,date,convention,rule,destiny,fate",**約束**のポケモン勝負しよっ！,1538130
よろしくお願いします,よろしくおねがいします,10,910,,supported_exact,1,1,pokemon-scarlet-violet:term:よろしくお願いします(よろしくおねがいします) via entry/front exact,"please remember me,please help me,please treat me well,I look forward to working with you,please do,please take care of",美術担当のハッサクです**よろしくお願いします**ですよ……そもそも美術とは！,2133750
移動,いどう,10,1207,0,supported_exact,1,2,pokemon-scarlet-violet:term:移動(いどう) via entry/front exact | web-giapponese:term:移動(いどう) via entry/front exact,"movement,transfer,migration,removal,travel,mobile,moving,traveling,travelling,roving",デリバードに似た形状をしており球体の装置から膨大な氷を噴射し雪原を**移動する**という。,1158400
気分,きぶん,10,676,1,supported_exact,1,1,pokemon-scarlet-violet:term:気分(きぶん) via entry/front exact,"feeling,mood",お鍋をふればシェフ**気分**！,1222590
景色,けしき,10,2092,"0,1",supported_exact,1,1,pokemon-scarlet-violet:term:景色(けしき) via entry/front exact,"scenery,scene,landscape",いい**景色**を見ながら食べるサンドウィッチは格別だっはっは！,1250870
今度,こんど,10,205,1,supported_exact,1,1,pokemon-scarlet-violet:term:今度(こんど) via entry/front exact,"this time,now,next time,another time,shortly,soon,recently,lately,the other day",おかしなヤツでもなんか知ってそうだった**今度**会ったら勝負して問いつめてやろうね！,1289370
試す,ためす,10,1222,2,supported_exact,1,1,web-giapponese:term:試す(ためす) via entry/front exact,"to try (out),to have a try (at),to test,to put to the test",貴様とポケモンの歴史どんなものか**試してやろう**ヤダヤバうっそー！,1312260
